isin,wkn,ticker,valor,name,index,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2023,2022,2021,2020,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset,instrument,region,exchange
IE00026BEVM6,A3DSTF,WELT,121117866,Amundi S&P Global Industrials ESG UCITS ETF EUR Dist (D),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Industrials,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Distributing,0.18,Full replication,3,True,206,7.33,1.58,6.37,15.79,15.99,21.04,,,18.7,,,,1.47,1.75,11.0,,,1.91,,,-11.06,-11.06,,,,,,
IE000E7EI9P0,A3DSTG,WELU,121141646,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (A),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Information Technology,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Accumulating,0.18,Full replication,256,True,99,14.67,1.66,6.05,17.79,25.49,56.16,,,55.46,,,,,,18.16,,,3.09,,,-11.67,-8.75,,,,,,
IE000GEHNQU9,A3DSTH,WELL,121141918,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (D),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Information Technology,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Distributing,0.18,Full replication,35,True,99,14.64,1.67,6.07,17.75,25.47,56.19,,,55.24,,,,0.44,0.68,18.23,,,3.08,,,-11.76,-8.76,,,,,,
IE000FCGBU62,A3DSTJ,WELI,121170918,Amundi S&P Global Materials ESG UCITS ETF DR EUR (A),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Materials,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Accumulating,0.18,Full replication,115,True,89,-1.03,0.88,3.61,5.61,8.71,5.03,,,10.58,,,,,,12.42,,,0.41,,,-11.09,-10.54,,,,,,
IE000WP7CVZ7,A3DSTK,WELV,121170937,Amundi S&P Global Materials ESG UCITS ETF DR EUR (D),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Materials,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Distributing,0.18,Full replication,3,True,89,-1.01,0.82,3.56,5.66,8.77,5.08,,,10.2,,,,2.73,2.79,12.42,,,0.41,,,-11.36,-10.49,,,,,,
IE000PMX0MW6,A3DSTL,WELD,121145037,Amundi S&P Global Utilities ESG UCITS ETF DR EUR (A),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Utilities,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Accumulating,0.18,Full replication,58,True,49,-3.24,0.76,-0.75,-0.75,-0.32,-2.83,,,2.03,,,,,,11.97,,,-0.24,,,-13.7,-13.4,,,,,,
IE00052T92P8,A3DSTM,WELQ,121145143,Amundi S&P Global Utilities ESG UCITS ETF DR EUR (D),S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Utilities,2022-09-20,522,1.4301369863013698,Long-only,Ireland,EUR,False,False,Distributing,0.18,Full replication,6,True,49,-3.26,0.8,-0.65,-0.76,-0.22,-2.85,,,1.49,,,,3.88,3.63,12.01,,,-0.24,,,-13.9,-13.38,,,,,,
IE00B6YX5B26,A1JKSZ,SPYV,13976042,SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF (Dist),S&P Emerging Markets High Yield Dividend Aristocrats,2011-10-14,4516,12.372602739726027,Long-only,Ireland,USD,False,True,Distributing,0.55,Optimized sampling,105,False,51,7.73,2.78,10.6,9.1,10.41,5.77,8.56,6.7,2.3,-4.06,7.48,-10.22,4.57,4.61,13.79,13.98,16.52,0.42,0.2,0.08,-43.24,-10.94,-18.62,-38.5,,,,
IE00B2NPL135,A0NECV,IUS8,3801900,iShares Emerging Market Infrastructure UCITS ETF,S&P Emerging Markets Infrastructure,2008-02-15,5853,16.035616438356165,Long-only,Ireland,USD,False,True,Distributing,0.74,Full replication,28,False,30,3.05,2.45,6.69,7.98,5.24,2.55,10.22,-13.37,3.74,-7.03,10.9,-26.37,2.7,2.69,15.3,17.16,19.78,0.17,0.19,-0.14,-55.19,-12.41,-16.96,-44.19,,,,
IE00BWBXM492,A14QB0,ZPDE,28805618,SPDR S&P US Energy Select Sector UCITS ETF,S&P Energy Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,697,False,23,4.57,-0.13,6.89,3.19,-0.37,2.69,121.34,72.88,-4.59,73.99,65.38,-38.64,,,21.8,28.73,36.59,0.12,1.06,0.32,-66.84,-15.38,-22.85,-62.45,,,,
IE000JQ2IJD3,A3D46D,CHSB,124403907,UBS ETF (IE) S&P USA Dividend Aristocrats ESG Elite UCITS ETF (USD) A-dis,S&P ESG Elite High Yield Dividend Aristocrats,2023-06-26,243,0.6657534246575343,Long-only,Ireland,USD,False,False,Distributing,0.29,Full replication,,True,70,3.62,1.07,1.69,9.58,6.52,,,,,,,,,,,,,,,,-10.15,,,,,,,
IE000S6476U8,A3D46G,SPDE,124403782,UBS ETF (IE) S&P USA Dividend Aristocrats ESG Elite UCITS ETF (hedged to EUR) A-dis,S&P ESG Elite High Yield Dividend Aristocrats (EUR Hedged),2023-06-26,243,0.6657534246575343,Long-only,Ireland,EUR,True,False,Distributing,0.29,Full replication,,True,70,-0.09,0.92,0.51,7.35,4.64,,,,,,,,,,,,,,,,-14.18,,,,,,,
IE00BYTH5R14,A3CNJJ,ZPD6,111371465,SPDR S&P US Dividend Aristocrats ESG UCITS ETF (Dist),S&P ESG High Yield Dividend Aristocrats,2021-06-03,996,2.728767123287671,Long-only,Ireland,USD,False,False,Distributing,0.35,Full replication,30,True,84,3.1,0.32,1.88,8.58,4.37,1.43,,,-1.73,6.16,,,2.03,2.02,13.28,,,0.11,,,-16.42,-10.24,,,,,,
LU0959210278,LYX0RD,LGQH,22058068,Amundi S&P Eurozone Dividend Aristocrat ESG UCITS ETF Dist,S&P Euro ESG High Yield Dividend Aristocrats,2013-08-19,3841,10.523287671232877,Long-only,Luxembourg,EUR,False,True,Distributing,0.3,Full replication,22,True,38,1.1,1.97,1.4,5.52,8.88,7.65,15.04,24.89,16.12,-13.95,16.26,-8.35,2.83,2.97,11.24,14.22,16.53,0.68,0.34,0.27,-34.24,-8.35,-25.43,-34.24,,,,
IE00BYTH5T38,A3CNJK,ZPD9,111374188,SPDR S&P Euro Dividend Aristocrats ESG UCITS ETF (Dist),S&P Euro ESG High Yield Dividend Aristocrats,2021-06-03,996,2.728767123287671,Long-only,Ireland,EUR,False,False,Distributing,0.3,Full replication,6,True,38,2.01,1.66,2.17,6.02,8.41,9.06,,,16.17,-13.59,,,3.04,3.21,11.22,,,0.81,,,-24.71,-8.38,,,,,,
IE00B5M1WJ87,A1JT1B,SPYW,14969376,SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),S&P Euro High Yield Dividend Aristocrats,2012-02-28,4379,11.997260273972604,Long-only,Ireland,EUR,False,True,Distributing,0.3,Full replication,947,False,41,1.28,1.41,1.68,5.4,8.41,10.34,20.65,22.16,18.39,-11.37,14.9,-11.97,3.27,3.49,10.92,13.51,17.27,0.95,0.48,0.24,-38.11,-8.07,-23.96,-38.11,,,,
IE00BGV5VM45,A2JCAG,XUEK,44783515,Xtrackers S&P Europe ex UK UCITS ETF,S&P Europe ex UK,2019-01-14,1867,5.115068493150685,Long-only,Ireland,EUR,False,True,Distributing,0.09,Full replication,425,False,345,4.74,1.02,6.0,9.6,11.47,13.08,32.18,60.65,18.42,-12.94,25.29,2.36,2.23,2.46,11.36,15.48,17.65,1.15,0.63,0.56,-34.43,-8.99,-22.79,-34.43,,,,
LU2198884491,LYX05K,EABE,56872608,Lyxor Net Zero 2050 S&P Europe Climate PAB (DR) UCITS ETF - Acc,S&P Europe LargeMidCap Paris-Aligned Climate,2020-09-16,1256,3.441095890410959,Long-only,Luxembourg,EUR,False,True,Accumulating,0.18,Full replication,79,True,283,1.42,0.0,2.32,6.26,7.75,9.92,29.1,,19.16,-13.52,25.51,,,,10.68,14.98,,0.93,0.59,,-22.16,-8.94,-22.16,,,,,
LU2195226068,LYX05H,ZPAB,55961297,Amundi S&P Eurozone PAB Net Zero Ambition UCITS ETF Acc,S&P Eurozone LargeMidCap Paris-Aligned Climate,2020-07-06,1328,3.638356164383562,Long-only,Luxembourg,EUR,False,True,Accumulating,0.2,Full replication,1719,True,134,6.32,1.98,6.94,10.1,12.25,14.56,30.76,,22.49,-17.25,25.23,,,,13.08,17.73,,1.11,0.53,,-28.68,-11.06,-28.68,,,,,
IE00BWBXM500,A14QB1,ZPDF,28805621,SPDR S&P US Financials Select Sector UCITS ETF,S&P Financials Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,295,False,72,9.44,1.25,6.19,15.73,19.6,12.78,44.22,73.78,7.78,-5.36,45.59,-10.42,,,16.08,19.67,26.51,0.79,0.66,0.44,-42.75,-15.6,-20.33,-42.75,,,,
IE00BLH3CQ86,A3CPGG,ZER0,111371497,HANetf S&P Global Clean Energy Select HANzero UCITS ETF,S&P Global Clean Energy,2021-06-28,971,2.66027397260274,Long-only,Ireland,USD,False,False,Accumulating,0.39,Full replication,3,True,32,-15.43,-7.6,-4.66,-3.47,-16.16,-28.49,,,-15.9,-4.2,,,,,24.31,,,-1.17,,,-47.5,-32.74,,,,,,
IE000U58J0M1,A3DENG,Q8Y0,116680676,iShares Global Clean Energy UCITS ETF USD (Acc),S&P Global Clean Energy,2022-02-23,731,2.0027397260273974,Long-only,Ireland,USD,False,True,Accumulating,0.65,Full replication,47,True,101,-7.44,-3.09,3.93,3.07,-9.71,-27.26,,,-23.28,,,,,,21.33,,,-1.28,,,-47.24,-34.92,,,,,,
IE00B1XNHC34,A0MW0M,IQQH,3246465,iShares Global Clean Energy UCITS ETF USD (Dist),S&P Global Clean Energy,2007-07-06,6077,16.649315068493152,Long-only,Ireland,USD,False,True,Distributing,0.65,Full replication,3276,True,101,-10.44,-5.94,-1.75,-0.27,-14.36,-29.47,-39.99,52.44,-23.24,0.46,-17.94,119.95,0.9,0.63,21.2,27.06,28.98,-1.39,-0.58,0.3,-87.01,-34.91,-47.19,-54.38,,,,
IE00B9CQXS71,A1T8GD,ZPRG,21165083,SPDR S&P Global Dividend Aristocrats UCITS ETF,S&P Global Dividend Aristocrats,2013-05-14,3938,10.789041095890411,Long-only,Ireland,USD,False,True,Distributing,0.45,Full replication,964,False,92,-0.59,0.57,0.28,6.38,7.26,0.32,18.27,18.36,3.21,-1.23,24.96,-16.86,4.22,4.06,13.15,13.03,18.11,0.02,0.44,0.19,-42.55,-10.89,-18.85,-42.55,,,,
IE00BYTH5S21,A3CNJH,ZPD3,111372797,SPDR S&P Global Dividend Aristocrats ESG UCITS ETF (Dist),S&P Global ESG Dividend Aristocrats Quality Income,2021-06-03,996,2.728767123287671,Long-only,Ireland,USD,False,False,Distributing,0.45,Full replication,15,True,90,0.8,0.64,1.09,8.07,8.74,2.56,,,4.77,3.92,,,3.88,3.82,13.28,,,0.19,,,-15.98,-10.32,,,,,,
IE000ROSD5J6,A3ERLP,CEBT,128454052,iShares Essential Metals Producers UCITS ETF USD (Acc),S&P Global Essential Metals Producers,2023-10-18,129,0.35342465753424657,Long-only,Ireland,USD,False,False,Accumulating,0.55,Optimized sampling,9,False,85,-10.27,-1.38,-0.23,-1.15,,,,,,,,,,,,,,,,,-13.54,,,,,,,
LU0322253229,DBX1AP,DX2E,3614442,Xtrackers S&P Global Infrastructure Swap UCITS ETF 1C,S&P Global Infrastructure,2008-01-15,5884,16.12054794520548,Long-only,Luxembourg,USD,False,False,Accumulating,0.6,Swap based Unfunded,199,False,,-1.09,1.11,1.9,2.88,2.53,-2.03,24.25,22.76,1.79,4.9,19.92,-14.57,,,11.52,12.88,18.45,-0.18,0.58,0.23,-46.2,-11.9,-19.43,-42.64,,,,
LU1681048713,A2H565,AFID,38784693,Amundi ETF S&P Global Luxury UCITS ETF USD,S&P Global Luxury,2018-01-31,2215,6.068493150684931,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Swap based Unfunded,55,False,,7.45,1.85,13.14,12.57,5.86,3.93,20.67,84.47,11.45,-19.09,32.62,24.48,,,16.66,21.59,23.54,0.24,0.3,0.55,-42.53,-17.38,-29.92,-42.53,,,,
LU1681048630,A2H564,GLUX,38784690,Amundi S&P Global Luxury UCITS ETF EUR (C),S&P Global Luxury,2018-01-31,2215,6.068493150684931,Long-only,Luxembourg,EUR,False,False,Accumulating,0.25,Swap based Unfunded,541,False,,7.44,1.91,12.76,12.7,6.3,3.77,20.86,84.76,11.56,-18.82,31.7,24.74,,,15.92,20.44,22.75,0.24,0.32,0.57,-46.23,-17.66,-30.33,-42.04,,,,
IE00BDFBTQ78,A2JDEJ,WMIN,41125207,VanEck Global Mining UCITS ETF A,S&P Global Mining Reduced Coal,2018-04-18,2138,5.857534246575343,Long-only,Ireland,USD,False,False,Accumulating,0.5,Full replication,570,False,127,-10.96,-2.46,-3.08,-4.14,-2.35,-10.16,4.02,55.9,1.17,8.28,19.04,18.58,,,19.74,22.66,23.99,-0.51,0.06,0.39,-37.14,-15.81,-30.47,-37.14,,,,
IE00B27YCF74,A0M59G,IUSB,3477082,iShares Global Timber & Forestry UCITS ETF,S&P Global Timber&Forestry,2007-10-12,5979,16.38082191780822,Long-only,Ireland,USD,False,True,Distributing,0.65,Full replication,175,False,39,-3.55,-0.12,0.12,1.56,4.93,4.44,5.25,31.96,9.63,-14.05,24.91,10.5,2.86,2.9,15.17,17.56,22.31,0.29,0.1,0.26,-65.76,-11.41,-26.59,-38.69,,,,
IE0003ZXNJY5,A3C5HP,WOOE,114350018,iShares Global Timber & Forestry UCITS ETF USD (Acc),S&P Global Timber&Forestry,2021-11-03,843,2.3095890410958906,Long-only,Ireland,USD,False,True,Accumulating,0.65,Full replication,2,False,39,-3.4,1.91,0.81,2.19,7.7,4.35,,,9.68,-14.24,,,,,15.26,,,0.28,,,-26.63,-11.48,,,,,,
IE00B1TXK627,A0MM0S,IQQQ,3007848,iShares Global Water UCITS ETF,S&P Global Water,2007-03-16,6189,16.956164383561642,Long-only,Ireland,USD,False,True,Distributing,0.65,Full replication,2000,False,57,2.14,-0.47,4.11,8.72,7.35,6.31,27.21,68.53,10.13,-16.92,42.0,5.82,1.18,1.24,13.22,16.15,18.9,0.48,0.52,0.58,-50.86,-12.32,-24.66,-35.42,,,,
IE000CFH1JX2,A3EZ9W,H2OA,113184632,iShares Global Water UCITS ETF USD (Acc),S&P Global Water,2021-09-09,898,2.4602739726027396,Long-only,Ireland,USD,False,True,Accumulating,0.65,Full replication,21,False,57,1.93,0.05,4.65,9.93,9.36,5.54,,,10.14,-16.9,,,,,13.31,,,0.42,,,-24.37,-12.32,,,,,,
IE00BWBXM617,A14QB2,ZPDH,28805622,SPDR S&P US Health Care Select Sector UCITS ETF,S&P Health Care Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,360,False,64,10.56,0.89,5.97,14.42,11.16,12.78,50.96,79.33,-1.88,3.73,36.1,3.4,,,12.68,15.67,19.31,1.01,0.94,0.64,-27.78,-6.22,-14.15,-27.78,,,,
IE00B6YX5D40,A1JKS0,SPYD,13976063,SPDR S&P US Dividend Aristocrats UCITS ETF,S&P High Yield Dividend Aristocrats,2011-10-14,4516,12.372602739726027,Long-only,Ireland,USD,False,True,Distributing,0.35,Full replication,3455,False,121,2.79,0.75,2.25,7.54,5.13,-0.48,33.64,48.37,-1.53,5.14,35.15,-7.26,2.24,2.18,13.5,16.32,21.62,-0.04,0.62,0.38,-36.32,-11.44,-17.8,-36.32,,,,
IE00B979GK47,A2PFYX,SPPD,47026740,SPDR S&P U.S. Dividend Aristocrats UCITS ETF EUR Hedged (Dist),S&P High Yield Dividend Aristocrats (EUR Hedged),2019-06-14,1716,4.701369863013698,Long-only,Ireland,EUR,True,True,Distributing,0.4,Full replication,57,False,121,0.38,1.16,1.94,6.1,3.51,-1.23,10.49,,-1.0,-4.5,23.91,-0.69,2.22,2.15,14.19,17.4,,-0.09,0.19,,-36.75,-13.57,-18.56,,,,,
IE00BWBXM724,A14QB3,ZPDI,28805623,SPDR S&P US Industrials Select Sector UCITS ETF,S&P Industrial Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,197,False,78,7.58,1.21,6.51,14.53,12.99,18.4,53.05,77.58,13.52,0.0,30.73,1.34,,,14.51,18.07,23.42,1.27,0.84,0.52,-41.7,-9.5,-14.07,-41.7,,,,
IE000D8FCSD8,A3DA9X,CBUW,115717966,iShares Listed Private Equity UCITS ETF USD (Acc),S&P Listed Private Equity,2022-01-27,758,2.0767123287671234,Long-only,Ireland,USD,False,True,Accumulating,0.75,Full replication,9,False,79,5.64,-0.03,5.64,15.93,24.91,27.3,,,34.03,,,,,,16.88,,,1.62,,,-23.55,-12.18,,,,,,
IE00B1TXHL60,A0MM0N,IQQL,3007862,iShares Listed Private Equity UCITS ETF USD (Dist),S&P Listed Private Equity,2007-03-16,6189,16.956164383561642,Long-only,Ireland,USD,False,True,Distributing,0.75,Full replication,678,False,79,5.77,0.07,5.77,16.11,25.01,27.49,51.72,99.94,34.02,-24.54,53.61,-3.54,3.26,3.99,16.89,20.02,24.64,1.63,0.74,0.6,-81.64,-12.19,-28.09,-50.11,,,,
IE00BWBXM831,A14QB4,ZPDM,28805648,SPDR S&P US Materials Select Sector UCITS ETF,S&P Materials Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,31,False,28,3.29,1.1,5.03,8.54,7.91,7.13,35.45,77.77,8.19,-7.14,37.68,9.92,,,15.82,19.7,23.91,0.45,0.54,0.51,-36.16,-11.74,-16.06,-36.16,,,,
IE00B4YBJ215,A1JSHV,SPY4,14752663,SPDR S&P 400 US Mid Cap UCITS ETF,S&P MidCap 400,2012-01-30,4408,12.076712328767123,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,1635,False,401,4.84,0.41,3.9,13.05,10.28,8.2,30.23,62.39,11.76,-8.28,34.46,3.41,,,17.23,20.67,25.04,0.48,0.45,0.41,-41.98,-12.6,-17.08,-41.98,,,,
IE00B9KNR336,A1T8GC,ZPRA,21164781,SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF (Dist),S&P Pan Asia Dividend Aristocrats,2013-05-14,3938,10.789041095890411,Long-only,Ireland,USD,False,True,Distributing,0.55,Full replication,153,False,93,3.6,1.72,5.03,9.24,8.31,12.19,10.79,17.11,11.58,-10.41,11.34,-8.79,2.74,2.99,12.74,12.99,14.28,0.96,0.27,0.22,-32.39,-10.47,-21.65,-32.39,,,,
LU0328476410,DBX1A9,DX2Z,3614486,Xtrackers S&P Select Frontier Swap UCITS ETF 1C,S&P Select Frontier,2008-01-15,5884,16.12054794520548,Long-only,Luxembourg,USD,False,False,Accumulating,0.95,Swap based Unfunded,86,False,,2.55,-0.31,1.51,9.52,-1.65,8.13,23.75,28.49,15.53,-11.7,24.92,-10.14,,,17.96,19.04,20.68,0.45,0.39,0.25,-66.98,-18.49,-22.1,-44.72,,,,
IE00BG7PP820,A2JQDH,SMLA,42924446,Invesco Communications S&P US Select Sector UCITS ETF A,S&P Select Sector Capped 20% Communications,2018-09-14,1989,5.449315068493151,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,90,False,,14.06,0.22,7.16,14.69,22.86,46.04,22.1,74.1,45.3,-34.94,20.61,11.88,,,17.44,22.46,23.53,2.64,0.31,0.5,-39.76,-5.95,-39.76,-39.76,,,,
IE00B449XP68,A0YHMR,SML0,10854855,Invesco US Consumer Discretionary Sector UCITS ETF,S&P Select Sector Capped 20% Consumer Discretionary,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,70,False,,3.15,0.86,4.63,8.95,8.77,21.4,30.52,80.36,33.6,-29.72,39.81,15.65,,,17.82,24.62,25.32,1.2,0.38,0.49,-35.99,-13.64,-33.36,-35.99,,,,
IE00B435BG20,A0YHMP,XLPS,10854870,Invesco US Consumer Staples Sector UCITS ETF,S&P Select Sector Capped 20% Consumer Staples,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,26,False,,6.65,1.8,4.03,8.73,5.3,4.36,42.24,65.38,-3.5,4.97,27.85,0.81,,,12.63,15.46,18.12,0.35,0.81,0.58,-24.26,-9.86,-14.97,-24.26,,,,
IE00B435CG94,A0YHMQ,XLES,10854734,Invesco US Energy Sector UCITS ETF,S&P Select Sector Capped 20% Energy,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,72,False,,4.35,-0.15,6.79,3.16,-0.46,3.11,121.91,71.1,-4.6,73.1,66.63,-39.3,,,22.1,29.2,37.14,0.14,1.04,0.31,-68.33,-15.26,-23.91,-63.09,,,,
IE00B42Q4896,A0YHMN,XLFS,10854889,Invesco US Financials Sector UCITS ETF,S&P Select Sector Capped 20% Financials,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,231,False,,9.51,1.3,6.26,15.81,19.72,12.85,44.27,73.89,7.78,-5.42,45.7,-10.46,,,16.03,19.67,26.68,0.8,0.66,0.44,-42.85,-15.65,-20.44,-42.85,,,,
IE00B3WMTH43,A0YHMK,SML4,10854910,Invesco US Health Care Sector UCITS ETF,S&P Select Sector Capped 20% Health Care,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,301,False,,10.64,0.95,6.03,14.52,11.23,12.86,51.11,79.64,-1.88,3.71,36.15,3.44,,,12.72,15.73,19.39,1.01,0.94,0.64,-27.83,-6.22,-14.19,-27.83,,,,
IE00B3YC1100,A0YHMM,SML6,10854741,Invesco US Industrials Sector UCITS ETF,S&P Select Sector Capped 20% Industrials,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,84,False,,7.57,1.19,6.49,14.54,13.0,18.44,53.08,77.52,13.57,-0.02,30.76,1.25,,,14.52,18.12,23.61,1.27,0.84,0.51,-41.79,-9.54,-14.11,-41.79,,,,
IE00B3XM3R14,A0YHML,XLBS,10854862,Invesco US Materials Sector UCITS ETF,S&P Select Sector Capped 20% Materials,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,9,False,,2.99,1.07,4.87,8.41,7.56,6.74,34.72,76.95,8.11,-7.25,37.34,10.01,,,15.99,19.81,24.06,0.42,0.53,0.5,-36.21,-11.79,-16.15,-36.21,,,,
IE00BYM8JD58,A2ABQ2,S6X2,30687249,Invesco US Real Estate Sector UCITS ETF,S&P Select Sector Capped 20% Real Estate,2016-02-17,2929,8.024657534246575,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,86,False,,-1.11,0.64,0.79,8.97,7.76,0.89,23.32,33.05,7.72,-22.05,57.56,-10.96,,,19.98,21.39,25.31,0.04,0.34,0.23,-38.67,-15.13,-31.89,-38.67,,,,
IE00B3VSSL01,A0YHMJ,SML3,10854875,Invesco US Technology Sector UCITS ETF,S&P Select Sector Capped 20% Technology,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,679,False,,14.02,1.85,5.47,17.5,25.37,56.52,87.1,233.63,53.5,-23.97,45.12,30.39,,,19.79,25.26,27.79,2.86,0.92,0.98,-31.68,-8.47,-26.96,-31.68,,,,
IE00B3VPKB53,A0YHMH,SMLX,10854885,Invesco US Utilities Sector UCITS ETF,S&P Select Sector Capped 20% Utilities,2009-12-16,5183,14.2,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,145,False,,-0.17,0.72,2.38,0.71,-1.13,-6.17,23.72,29.76,-10.89,7.22,26.71,-8.6,,,19.01,19.78,23.91,-0.32,0.37,0.22,-36.16,-15.54,-29.42,-36.16,,,,
IE00BH3YZ803,A2N84X,SMLK,44787574,Invesco S&P SmallCap 600 UCITS ETF A,S&P SmallCap 600,2019-01-28,1853,5.076712328767123,Long-only,Ireland,USD,False,False,Accumulating,0.14,Swap based Unfunded,65,False,,0.33,-1.39,1.02,11.99,8.0,2.71,17.63,47.26,11.88,-11.04,37.22,1.74,,,20.27,22.49,27.4,0.13,0.25,0.29,-41.84,-15.78,-20.66,-41.84,,,,
IE00B2QWCY14,A0Q1YY,IUS3,4218327,iShares S&P SmallCap 600 UCITS ETF,S&P SmallCap 600,2008-05-09,5769,15.805479452054794,Long-only,Ireland,USD,False,True,Distributing,0.3,Optimized sampling,1424,False,599,0.37,-1.3,1.09,11.87,7.81,2.36,16.2,44.15,11.4,-11.57,36.77,1.3,1.17,1.18,20.04,22.41,27.23,0.12,0.23,0.28,-46.88,-15.81,-20.98,-41.86,,,,
IE000XLJ2JQ9,ETF039,MWON,122423999,Amundi S&P SmallCap 600 ESG UCITS ETF Dist (D),S&P SmallCap 600 ESG+,2023-01-20,400,1.095890410958904,Long-only,Ireland,USD,False,False,Distributing,0.35,Full replication,107,True,357,0.6,-1.37,0.96,12.68,9.66,4.1,,,,,,,0.99,1.02,20.02,,,0.2,,,-16.44,-15.52,,,,,,
IE00BWBXM948,A14QB5,ZPDT,28805652,SPDR S&P US Technology Select Sector UCITS ETF,S&P Technology Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,926,False,64,8.81,0.9,2.16,12.35,20.14,45.81,75.38,214.43,49.99,-23.76,45.4,31.25,,,18.45,24.87,27.52,2.48,0.83,0.94,-31.63,-7.94,-26.44,-31.63,,,,
IE00B6S2Z822,A1JT1C,SPYG,14969767,SPDR S&P UK Dividend Aristocrats UCITS ETF (Dist),S&P UK High Yield Dividend Aristocrats,2012-02-28,4379,11.997260273972604,Long-only,Ireland,GBP,False,True,Distributing,0.3,Full replication,124,False,35,1.21,0.0,2.27,7.42,7.62,3.8,11.13,11.51,8.38,-13.28,22.28,-21.13,3.61,3.61,12.93,15.12,19.75,0.29,0.24,0.11,-44.49,-12.16,-21.92,-44.49,,,,
IE00BWBXMB69,A14QB6,ZPDU,28805656,SPDR S&P US Utilities Select Sector UCITS ETF,S&P Utilities Select Sector,2015-07-07,3154,8.64109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,29,False,30,-0.2,0.65,2.31,0.65,-1.19,-6.19,23.7,29.83,-10.86,7.22,26.7,-8.47,,,18.96,19.72,23.72,-0.33,0.37,0.23,-35.97,-15.52,-29.34,-35.97,,,,
LU0496786905,LYX0FU,LYPU,11127111,Amundi Australia S&P/ASX 200 UCITS ETF Dist,S&P/ASX 200,2010-03-26,5083,13.926027397260274,Long-only,Luxembourg,EUR,False,False,Distributing,0.4,Swap based Unfunded,76,False,,-0.94,0.13,2.02,10.01,10.72,2.7,16.12,40.74,8.81,-2.18,18.2,1.53,3.48,3.45,14.59,16.73,20.35,0.19,0.31,0.35,-44.51,-10.67,-18.6,-44.51,,,,
